TargetID,StoreID,CategoryID,SalespersonID,YearNumber,MonthNumber,TargetAmount
48,8,5,NULL,2025,1,62482819.00
49,9,5,NULL,2025,1,65618169.00
50,10,5,NULL,2025,1,63073356.00
51,1,6,NULL,2025,1,57098391.00
52,2,6,NULL,2025,1,51445970.00
53,3,6,NULL,2025,1,95631695.00
54,4,6,NULL,2025,1,65641801.00
55,5,6,NULL,2025,1,51694714.00
56,6,6,NULL,2025,1,79650884.00
57,7,6,NULL,2025,1,74039933.00
58,8,6,NULL,2025,1,57427222.00
59,9,6,NULL,2025,1,55279284.00
60,10,6,NULL,2025,1,96928877.00
61,1,7,NULL,2025,1,53291087.00
62,2,7,NULL,2025,1,98751915.00
63,3,7,NULL,2025,1,63415291.00
64,4,7,NULL,2025,1,95604902.00
65,5,7,NULL,2025,1,58723969.00
66,6,7,NULL,2025,1,70668729.00
67,7,7,NULL,2025,1,66962261.00
68,8,7,NULL,2025,1,67363728.00
69,9,7,NULL,2025,1,62243097.00
70,10,7,NULL,2025,1,73758754.00
71,1,8,NULL,2025,1,70354617.00
72,2,8,NULL,2025,1,89634826.00
73,3,8,NULL,2025,1,95892990.00
74,4,8,NULL,2025,1,67391745.00
75,5,8,NULL,2025,1,77713116.00
76,6,8,NULL,2025,1,70120716.00
77,7,8,NULL,2025,1,85214589.00
78,8,8,NULL,2025,1,84787425.00
79,9,8,NULL,2025,1,53642930.00
80,10,8,NULL,2025,1,94390737.00
81,1,9,NULL,2025,1,83116611.00
82,2,9,NULL,2025,1,96270800.00
83,3,9,NULL,2025,1,69718844.00
84,4,9,NULL,2025,1,89752582.00
85,5,9,NULL,2025,1,83325003.00
86,6,9,NULL,2025,1,58470647.00
87,7,9,NULL,2025,1,86917268.00
88,8,9,NULL,2025,1,72603119.00
89,9,9,NULL,2025,1,84363531.00
90,10,9,NULL,2025,1,52229869.00
91,1,10,NULL,2025,1,83722241.00
92,2,10,NULL,2025,1,94677629.00
93,3,10,NULL,2025,1,64917174.00
94,4,10,NULL,2025,1,69803082.00
95,5,10,NULL,2025,1,97613287.00
96,6,10,NULL,2025,1,85234574.00
97,7,10,NULL,2025,1,93551200.00
98,8,10,NULL,2025,1,73717813.00
99,9,10,NULL,2025,1,69828143.00
100,10,10,NULL,2025,1,50340913.00
101,1,1,NULL,2025,2,71163926.00
102,2,1,NULL,2025,2,65873810.00
103,3,1,NULL,2025,2,61802648.00
104,4,1,NULL,2025,2,89552714.00
105,5,1,NULL,2025,2,73494770.00
106,6,1,NULL,2025,2,62596151.00
107,7,1,NULL,2025,2,71277789.00
108,8,1,NULL,2025,2,73707753.00
109,9,1,NULL,2025,2,95517981.00
110,10,1,NULL,2025,2,88814592.00
111,1,2,NULL,2025,2,69337070.00
112,2,2,NULL,2025,2,63622078.00
113,3,2,NULL,2025,2,89017035.00
114,4,2,NULL,2025,2,68519527.00
115,5,2,NULL,2025,2,74436982.00
116,6,2,NULL,2025,2,59512497.00
117,7,2,NULL,2025,2,81094617.00
118,8,2,NULL,2025,2,56563290.00
119,9,2,NULL,2025,2,51441803.00
120,10,2,NULL,2025,2,86028788.00
121,1,3,NULL,2025,2,99044236.00
122,2,3,NULL,2025,2,74626783.00
123,3,3,NULL,2025,2,97203044.00
124,4,3,NULL,2025,2,89319968.00
125,5,3,NULL,2025,2,66390970.00
126,6,3,NULL,2025,2,87981174.00
127,7,3,NULL,2025,2,53702656.00
128,8,3,NULL,2025,2,98385709.00
129,9,3,NULL,2025,2,60613518.00
130,10,3,NULL,2025,2,63236076.00
131,1,4,NULL,2025,2,90661041.00
132,2,4,NULL,2025,2,94239662.00
133,3,4,NULL,2025,2,59331615.00
134,4,4,NULL,2025,2,92554738.00
135,5,4,NULL,2025,2,62912415.00
136,6,4,NULL,2025,2,53075836.00
137,7,4,NULL,2025,2,73211919.00
138,8,4,NULL,2025,2,62790311.00
139,9,4,NULL,2025,2,52257611.00
140,10,4,NULL,2025,2,55055819.00
141,1,5,NULL,2025,2,95441787.00
142,2,5,NULL,2025,2,67840566.00
143,3,5,NULL,2025,2,63238322.00
144,4,5,NULL,2025,2,71861080.00
145,5,5,NULL,2025,2,62406190.00
146,6,5,NULL,2025,2,52178630.00
147,7,5,NULL,2025,2,75137179.00
148,8,5,NULL,2025,2,97212811.00
149,9,5,NULL,2025,2,96694004.00
150,10,5,NULL,2025,2,61707111.00
151,1,6,NULL,2025,2,50315471.00
152,2,6,NULL,2025,2,90532463.00
153,3,6,NULL,2025,2,75398183.00
154,4,6,NULL,2025,2,60134467.00
155,5,6,NULL,2025,2,69851312.00
156,6,6,NULL,2025,2,81226823.00
157,7,6,NULL,2025,2,58032060.00
158,8,6,NULL,2025,2,87718111.00
159,9,6,NULL,2025,2,87868734.00
160,10,6,NULL,2025,2,88745869.00
161,1,7,NULL,2025,2,55722496.00
162,2,7,NULL,2025,2,78668426.00
163,3,7,NULL,2025,2,87473033.00
164,4,7,NULL,2025,2,51959228.00
165,5,7,NULL,2025,2,84094017.00
166,6,7,NULL,2025,2,92195344.00
167,7,7,NULL,2025,2,99034509.00
168,8,7,NULL,2025,2,78455875.00
169,9,7,NULL,2025,2,61826430.00
170,10,7,NULL,2025,2,76823953.00
171,1,8,NULL,2025,2,56316879.00
172,2,8,NULL,2025,2,71854553.00
173,3,8,NULL,2025,2,60985761.00
174,4,8,NULL,2025,2,77177050.00
175,5,8,NULL,2025,2,68428287.00
176,6,8,NULL,2025,2,67538802.00
177,7,8,NULL,2025,2,50822565.00
178,8,8,NULL,2025,2,51846976.00
179,9,8,NULL,2025,2,91782116.00
180,10,8,NULL,2025,2,77586853.00
181,1,9,NULL,2025,2,92409935.00
182,2,9,NULL,2025,2,90678655.00
183,3,9,NULL,2025,2,65957400.00
184,4,9,NULL,2025,2,83842063.00
185,5,9,NULL,2025,2,81786082.00
186,6,9,NULL,2025,2,55398933.00
187,7,9,NULL,2025,2,56848287.00
188,8,9,NULL,2025,2,81026535.00
189,9,9,NULL,2025,2,58818979.00
190,10,9,NULL,2025,2,94034131.00
191,1,10,NULL,2025,2,73549084.00
192,2,10,NULL,2025,2,96295120.00
193,3,10,NULL,2025,2,69789941.00
194,4,10,NULL,2025,2,86501530.00
195,5,10,NULL,2025,2,84543698.00
196,6,10,NULL,2025,2,54961323.00
197,7,10,NULL,2025,2,91825592.00
198,8,10,NULL,2025,2,79202968.00
199,9,10,NULL,2025,2,88035056.00
200,10,10,NULL,2025,2,83186985.00
201,1,1,NULL,2025,3,52018142.00
202,2,1,NULL,2025,3,62831585.00
203,3,1,NULL,2025,3,79500988.00
204,4,1,NULL,2025,3,88215048.00
205,5,1,NULL,2025,3,89817367.00
206,6,1,NULL,2025,3,79596130.00
207,7,1,NULL,2025,3,52806229.00
208,8,1,NULL,2025,3,55962283.00
209,9,1,NULL,2025,3,68800288.00
210,10,1,NULL,2025,3,94566868.00
211,1,2,NULL,2025,3,80426838.00
212,2,2,NULL,2025,3,71848794.00
213,3,2,NULL,2025,3,79088827.00
214,4,2,NULL,2025,3,99683319.00
215,5,2,NULL,2025,3,67683539.00
216,6,2,NULL,2025,3,90957184.00
217,7,2,NULL,2025,3,60840137.00
218,8,2,NULL,2025,3,72720224.00
219,9,2,NULL,2025,3,96508332.00
220,10,2,NULL,2025,3,71885393.00
221,1,3,NULL,2025,3,79553808.00
222,2,3,NULL,2025,3,52300073.00
223,3,3,NULL,2025,3,66483258.00
224,4,3,NULL,2025,3,68108743.00
225,5,3,NULL,2025,3,58196622.00
226,6,3,NULL,2025,3,81172877.00
227,7,3,NULL,2025,3,66118608.00
228,8,3,NULL,2025,3,57190058.00
229,9,3,NULL,2025,3,97284132.00
230,10,3,NULL,2025,3,71032521.00
231,1,4,NULL,2025,3,73890559.00
232,2,4,NULL,2025,3,52661413.00
233,3,4,NULL,2025,3,61791914.00
234,4,4,NULL,2025,3,50169657.00
235,5,4,NULL,2025,3,79297911.00
236,6,4,NULL,2025,3,96349100.00
237,7,4,NULL,2025,3,87870376.00
238,8,4,NULL,2025,3,91607428.00
239,9,4,NULL,2025,3,73484989.00
240,10,4,NULL,2025,3,81674088.00
241,1,5,NULL,2025,3,62145018.00
242,2,5,NULL,2025,3,82174695.00
243,3,5,NULL,2025,3,98335735.00
244,4,5,NULL,2025,3,84711116.00
245,5,5,NULL,2025,3,60285458.00
246,6,5,NULL,2025,3,93387956.00
247,7,5,NULL,2025,3,95171560.00
248,8,5,NULL,2025,3,81510567.00
249,9,5,NULL,2025,3,74862568.00
250,10,5,NULL,2025,3,84636241.00
251,1,6,NULL,2025,3,87133829.00
252,2,6,NULL,2025,3,87008625.00
253,3,6,NULL,2025,3,80656490.00
254,4,6,NULL,2025,3,59590146.00
255,5,6,NULL,2025,3,51629386.00
256,6,6,NULL,2025,3,52398171.00
257,7,6,NULL,2025,3,89524626.00
258,8,6,NULL,2025,3,51683078.00
259,9,6,NULL,2025,3,83716613.00
260,10,6,NULL,2025,3,96237072.00
261,1,7,NULL,2025,3,53339256.00
262,2,7,NULL,2025,3,54546971.00
263,3,7,NULL,2025,3,75908954.00
264,4,7,NULL,2025,3,99359624.00
265,5,7,NULL,2025,3,98082652.00
266,6,7,NULL,2025,3,93475901.00
267,7,7,NULL,2025,3,64433718.00
268,8,7,NULL,2025,3,69426114.00
269,9,7,NULL,2025,3,67919777.00
270,10,7,NULL,2025,3,80264134.00
271,1,8,NULL,2025,3,59132246.00
272,2,8,NULL,2025,3,89544030.00
273,3,8,NULL,2025,3,56281860.00
274,4,8,NULL,2025,3,54224070.00
275,5,8,NULL,2025,3,88988829.00
276,6,8,NULL,2025,3,65863990.00
277,7,8,NULL,2025,3,79363743.00
278,8,8,NULL,2025,3,81737982.00
279,9,8,NULL,2025,3,98412465.00
280,10,8,NULL,2025,3,50635979.00
281,1,9,NULL,2025,3,93593792.00
282,2,9,NULL,2025,3,95142904.00
283,3,9,NULL,2025,3,85032724.00
284,4,9,NULL,2025,3,70570259.00
285,5,9,NULL,2025,3,70782267.00
286,6,9,NULL,2025,3,99304536.00
287,7,9,NULL,2025,3,57046837.00
288,8,9,NULL,2025,3,97291727.00
289,9,9,NULL,2025,3,58481453.00
290,10,9,NULL,2025,3,54220653.00
291,1,10,NULL,2025,3,77126560.00
292,2,10,NULL,2025,3,68637738.00
293,3,10,NULL,2025,3,88073917.00
294,4,10,NULL,2025,3,63689900.00
295,5,10,NULL,2025,3,72424010.00
296,6,10,NULL,2025,3,84122803.00
297,7,10,NULL,2025,3,87925572.00
298,8,10,NULL,2025,3,70660375.00
299,9,10,NULL,2025,3,92410171.00
300,10,10,NULL,2025,3,53111757.00
301,1,1,NULL,2025,4,99630423.00
302,2,1,NULL,2025,4,56716205.00
303,3,1,NULL,2025,4,57804916.00
304,4,1,NULL,2025,4,67133630.00
305,5,1,NULL,2025,4,61300029.00
306,6,1,NULL,2025,4,86881179.00
307,7,1,NULL,2025,4,75214023.00
308,8,1,NULL,2025,4,67796235.00
309,9,1,NULL,2025,4,53244668.00
310,10,1,NULL,2025,4,75206830.00
311,1,2,NULL,2025,4,53863383.00
312,2,2,NULL,2025,4,86430403.00
313,3,2,NULL,2025,4,90109593.00
314,4,2,NULL,2025,4,60088351.00
315,5,2,NULL,2025,4,70980219.00
316,6,2,NULL,2025,4,99636788.00
317,7,2,NULL,2025,4,70725925.00
318,8,2,NULL,2025,4,91695643.00
319,9,2,NULL,2025,4,67110494.00
320,10,2,NULL,2025,4,62224349.00
321,1,3,NULL,2025,4,55900021.00
322,2,3,NULL,2025,4,68866317.00
323,3,3,NULL,2025,4,74680729.00
324,4,3,NULL,2025,4,73468628.00
325,5,3,NULL,2025,4,71756440.00
326,6,3,NULL,2025,4,87247988.00
327,7,3,NULL,2025,4,57741551.00
328,8,3,NULL,2025,4,82732102.00
329,9,3,NULL,2025,4,99384620.00
330,10,3,NULL,2025,4,99318309.00
331,1,4,NULL,2025,4,84960318.00
332,2,4,NULL,2025,4,94879047.00
333,3,4,NULL,2025,4,65436772.00
334,4,4,NULL,2025,4,52313742.00
335,5,4,NULL,2025,4,86309932.00
336,6,4,NULL,2025,4,95059695.00
337,7,4,NULL,2025,4,65509099.00
338,8,4,NULL,2025,4,53306135.00
339,9,4,NULL,2025,4,74736205.00
340,10,4,NULL,2025,4,76055683.00
341,1,5,NULL,2025,4,95379743.00
342,2,5,NULL,2025,4,50386348.00
343,3,5,NULL,2025,4,59326463.00
344,4,5,NULL,2025,4,78191650.00
345,5,5,NULL,2025,4,64446970.00
346,6,5,NULL,2025,4,64211592.00
347,7,5,NULL,2025,4,86775869.00
348,8,5,NULL,2025,4,98369509.00
349,9,5,NULL,2025,4,52604591.00
350,10,5,NULL,2025,4,68562987.00
351,1,6,NULL,2025,4,75212059.00
352,2,6,NULL,2025,4,92936070.00
353,3,6,NULL,2025,4,53091348.00
354,4,6,NULL,2025,4,82213083.00
355,5,6,NULL,2025,4,94236250.00
356,6,6,NULL,2025,4,96254173.00
357,7,6,NULL,2025,4,87855370.00
358,8,6,NULL,2025,4,93746238.00
359,9,6,NULL,2025,4,86268917.00
360,10,6,NULL,2025,4,93150784.00
361,1,7,NULL,2025,4,63775028.00
362,2,7,NULL,2025,4,70237083.00
363,3,7,NULL,2025,4,59246838.00
364,4,7,NULL,2025,4,66146298.00
365,5,7,NULL,2025,4,62423623.00
366,6,7,NULL,2025,4,95013339.00
367,7,7,NULL,2025,4,88026280.00
368,8,7,NULL,2025,4,78270808.00
369,9,7,NULL,2025,4,80856108.00
370,10,7,NULL,2025,4,54610974.00
371,1,8,NULL,2025,4,93753931.00
372,2,8,NULL,2025,4,92341948.00
373,3,8,NULL,2025,4,97557600.00
374,4,8,NULL,2025,4,51102358.00
375,5,8,NULL,2025,4,98140745.00
376,6,8,NULL,2025,4,82381573.00
377,7,8,NULL,2025,4,94636320.00
378,8,8,NULL,2025,4,98352517.00
379,9,8,NULL,2025,4,72279223.00
380,10,8,NULL,2025,4,85102997.00
381,1,9,NULL,2025,4,96858070.00
382,2,9,NULL,2025,4,56062092.00
383,3,9,NULL,2025,4,51901963.00
384,4,9,NULL,2025,4,52263989.00
385,5,9,NULL,2025,4,77234818.00
386,6,9,NULL,2025,4,95431198.00
387,7,9,NULL,2025,4,86144557.00
388,8,9,NULL,2025,4,76120430.00
389,9,9,NULL,2025,4,64067927.00
390,10,9,NULL,2025,4,66827339.00
391,1,10,NULL,2025,4,76283591.00
392,2,10,NULL,2025,4,65409865.00
393,3,10,NULL,2025,4,83543443.00
394,4,10,NULL,2025,4,91758579.00
395,5,10,NULL,2025,4,83364478.00
396,6,10,NULL,2025,4,87360168.00
397,7,10,NULL,2025,4,58005800.00
398,8,10,NULL,2025,4,78536232.00
399,9,10,NULL,2025,4,64022046.00
400,10,10,NULL,2025,4,88520221.00
401,1,1,NULL,2025,5,85986739.00
402,2,1,NULL,2025,5,51313580.00
403,3,1,NULL,2025,5,54370386.00
404,4,1,NULL,2025,5,82717080.00
405,5,1,NULL,2025,5,78405030.00
406,6,1,NULL,2025,5,70359812.00
407,7,1,NULL,2025,5,57539771.00
408,8,1,NULL,2025,5,78568614.00
409,9,1,NULL,2025,5,52779490.00
410,10,1,NULL,2025,5,91611634.00
411,1,2,NULL,2025,5,76216300.00
412,2,2,NULL,2025,5,56433196.00
413,3,2,NULL,2025,5,90410268.00
414,4,2,NULL,2025,5,50321151.00
415,5,2,NULL,2025,5,85417543.00
416,6,2,NULL,2025,5,82144927.00
417,7,2,NULL,2025,5,71947777.00
418,8,2,NULL,2025,5,77424749.00
419,9,2,NULL,2025,5,75985188.00
420,10,2,NULL,2025,5,60913863.00
421,1,3,NULL,2025,5,69502671.00
422,2,3,NULL,2025,5,60636226.00
423,3,3,NULL,2025,5,62574767.00
424,4,3,NULL,2025,5,68532827.00
425,5,3,NULL,2025,5,92388433.00
426,6,3,NULL,2025,5,60068024.00
427,7,3,NULL,2025,5,89930669.00
428,8,3,NULL,2025,5,74866595.00
429,9,3,NULL,2025,5,76066649.00
430,10,3,NULL,2025,5,71574256.00
431,1,4,NULL,2025,5,90508280.00
432,2,4,NULL,2025,5,97976017.00
433,3,4,NULL,2025,5,68323714.00
434,4,4,NULL,2025,5,88475944.00
435,5,4,NULL,2025,5,52608389.00
436,6,4,NULL,2025,5,61870142.00
437,7,4,NULL,2025,5,98955624.00
438,8,4,NULL,2025,5,54175447.00
439,9,4,NULL,2025,5,64799879.00
440,10,4,NULL,2025,5,63333459.00
441,1,5,NULL,2025,5,81070082.00
442,2,5,NULL,2025,5,71612821.00
443,3,5,NULL,2025,5,94854736.00
444,4,5,NULL,2025,5,51417815.00
445,5,5,NULL,2025,5,65620707.00
446,6,5,NULL,2025,5,91083751.00
447,7,5,NULL,2025,5,92836254.00
448,8,5,NULL,2025,5,80571126.00
449,9,5,NULL,2025,5,88132423.00
450,10,5,NULL,2025,5,76166662.00
451,1,6,NULL,2025,5,53583634.00
452,2,6,NULL,2025,5,81947377.00
453,3,6,NULL,2025,5,88878879.00
454,4,6,NULL,2025,5,72270965.00
455,5,6,NULL,2025,5,80231825.00
456,6,6,NULL,2025,5,51267993.00
457,7,6,NULL,2025,5,65669469.00
458,8,6,NULL,2025,5,81611643.00
459,9,6,NULL,2025,5,66783005.00
460,10,6,NULL,2025,5,60383178.00
461,1,7,NULL,2025,5,96716195.00
462,2,7,NULL,2025,5,79784202.00
463,3,7,NULL,2025,5,79889872.00
464,4,7,NULL,2025,5,56041204.00
465,5,7,NULL,2025,5,64842695.00
466,6,7,NULL,2025,5,54693623.00
467,7,7,NULL,2025,5,62430662.00
468,8,7,NULL,2025,5,95957483.00
469,9,7,NULL,2025,5,78583083.00
470,10,7,NULL,2025,5,59961704.00
471,1,8,NULL,2025,5,88608289.00
472,2,8,NULL,2025,5,62399682.00
473,3,8,NULL,2025,5,68855420.00
474,4,8,NULL,2025,5,50954132.00
475,5,8,NULL,2025,5,86123602.00
476,6,8,NULL,2025,5,55575122.00
477,7,8,NULL,2025,5,62796129.00
478,8,8,NULL,2025,5,50706521.00
479,9,8,NULL,2025,5,61302100.00
480,10,8,NULL,2025,5,70172997.00
481,1,9,NULL,2025,5,66600058.00
482,2,9,NULL,2025,5,53469293.00
483,3,9,NULL,2025,5,92696800.00
484,4,9,NULL,2025,5,81427061.00
485,5,9,NULL,2025,5,73934818.00
486,6,9,NULL,2025,5,94984549.00
487,7,9,NULL,2025,5,64740280.00
488,8,9,NULL,2025,5,96491197.00
489,9,9,NULL,2025,5,58894677.00
490,10,9,NULL,2025,5,72718503.00
491,1,10,NULL,2025,5,90255271.00
492,2,10,NULL,2025,5,94356785.00
493,3,10,NULL,2025,5,84744284.00
494,4,10,NULL,2025,5,56612550.00
495,5,10,NULL,2025,5,77418277.00
496,6,10,NULL,2025,5,86236762.00
497,7,10,NULL,2025,5,66671475.00
498,8,10,NULL,2025,5,70871904.00
499,9,10,NULL,2025,5,99694089.00
500,10,10,NULL,2025,5,86209490.00
501,1,1,NULL,2025,6,64541111.00
502,2,1,NULL,2025,6,81170669.00
503,3,1,NULL,2025,6,54592819.00
504,4,1,NULL,2025,6,50156844.00
505,5,1,NULL,2025,6,67251877.00
506,6,1,NULL,2025,6,69402160.00
507,7,1,NULL,2025,6,93979477.00
508,8,1,NULL,2025,6,95982280.00
509,9,1,NULL,2025,6,66772372.00
510,10,1,NULL,2025,6,93632028.00
511,1,2,NULL,2025,6,64789368.00
512,2,2,NULL,2025,6,57939158.00
513,3,2,NULL,2025,6,75330387.00
514,4,2,NULL,2025,6,81180647.00
515,5,2,NULL,2025,6,72684256.00
516,6,2,NULL,2025,6,59866922.00
517,7,2,NULL,2025,6,53502766.00
518,8,2,NULL,2025,6,57483947.00
519,9,2,NULL,2025,6,53054873.00
520,10,2,NULL,2025,6,87057102.00
521,1,3,NULL,2025,6,54165345.00
522,2,3,NULL,2025,6,87361157.00
523,3,3,NULL,2025,6,86247708.00
524,4,3,NULL,2025,6,75867587.00
525,5,3,NULL,2025,6,50963274.00
526,6,3,NULL,2025,6,55106076.00
527,7,3,NULL,2025,6,83862699.00
528,8,3,NULL,2025,6,83916769.00
529,9,3,NULL,2025,6,89614745.00
530,10,3,NULL,2025,6,72448593.00
531,1,4,NULL,2025,6,81427454.00
532,2,4,NULL,2025,6,68990405.00
533,3,4,NULL,2025,6,94929373.00
534,4,4,NULL,2025,6,64899087.00
535,5,4,NULL,2025,6,59927317.00
536,6,4,NULL,2025,6,60978897.00
537,7,4,NULL,2025,6,93140381.00
538,8,4,NULL,2025,6,98213423.00
539,9,4,NULL,2025,6,67448371.00
540,10,4,NULL,2025,6,72903405.00
541,1,5,NULL,2025,6,67768937.00
542,2,5,NULL,2025,6,63259821.00
543,3,5,NULL,2025,6,59763873.00
544,4,5,NULL,2025,6,70148581.00
545,5,5,NULL,2025,6,64870745.00
546,6,5,NULL,2025,6,53254654.00
547,7,5,NULL,2025,6,54997942.00
548,8,5,NULL,2025,6,84088386.00
549,9,5,NULL,2025,6,96979540.00
550,10,5,NULL,2025,6,53951772.00
551,1,6,NULL,2025,6,96686089.00
552,2,6,NULL,2025,6,72470033.00
553,3,6,NULL,2025,6,84353288.00
554,4,6,NULL,2025,6,74653346.00
555,5,6,NULL,2025,6,83166807.00
556,6,6,NULL,2025,6,51482868.00
557,7,6,NULL,2025,6,97800972.00
558,8,6,NULL,2025,6,66494536.00
559,9,6,NULL,2025,6,85230596.00
560,10,6,NULL,2025,6,89204944.00
561,1,7,NULL,2025,6,72486175.00
562,2,7,NULL,2025,6,73242028.00
563,3,7,NULL,2025,6,56728622.00
564,4,7,NULL,2025,6,90824936.00
565,5,7,NULL,2025,6,66724368.00
566,6,7,NULL,2025,6,74702069.00
567,7,7,NULL,2025,6,89683951.00
568,8,7,NULL,2025,6,58648330.00
569,9,7,NULL,2025,6,84479679.00
570,10,7,NULL,2025,6,77624976.00
571,1,8,NULL,2025,6,90685612.00
572,2,8,NULL,2025,6,67062389.00
573,3,8,NULL,2025,6,97111159.00
574,4,8,NULL,2025,6,64373677.00
575,5,8,NULL,2025,6,98742842.00
576,6,8,NULL,2025,6,80075957.00
577,7,8,NULL,2025,6,71339266.00
578,8,8,NULL,2025,6,70971249.00
579,9,8,NULL,2025,6,62400710.00
580,10,8,NULL,2025,6,50172086.00
581,1,9,NULL,2025,6,53029988.00
582,2,9,NULL,2025,6,98058684.00
583,3,9,NULL,2025,6,89095821.00
584,4,9,NULL,2025,6,85558855.00
585,5,9,NULL,2025,6,65286429.00
586,6,9,NULL,2025,6,99473612.00
587,7,9,NULL,2025,6,51744009.00
588,8,9,NULL,2025,6,84731236.00
589,9,9,NULL,2025,6,93554707.00
590,10,9,NULL,2025,6,53641713.00
591,1,10,NULL,2025,6,64009316.00
592,2,10,NULL,2025,6,76255022.00
593,3,10,NULL,2025,6,96335209.00
594,4,10,NULL,2025,6,70402718.00
595,5,10,NULL,2025,6,74948577.00
596,6,10,NULL,2025,6,78718361.00
597,7,10,NULL,2025,6,59968028.00
598,8,10,NULL,2025,6,78100515.00
599,9,10,NULL,2025,6,89522810.00
600,10,10,NULL,2025,6,84250081.00
601,1,1,NULL,2025,7,72488527.00
602,2,1,NULL,2025,7,81510290.00
603,3,1,NULL,2025,7,56477550.00
604,4,1,NULL,2025,7,88847318.00
605,5,1,NULL,2025,7,60508713.00
606,6,1,NULL,2025,7,95453378.00
607,7,1,NULL,2025,7,69599956.00
608,8,1,NULL,2025,7,66512219.00
609,9,1,NULL,2025,7,64303397.00
610,10,1,NULL,2025,7,82271467.00
611,1,2,NULL,2025,7,50466628.00
612,2,2,NULL,2025,7,79004446.00
613,3,2,NULL,2025,7,86596501.00
614,4,2,NULL,2025,7,93457748.00
615,5,2,NULL,2025,7,57644946.00
616,6,2,NULL,2025,7,95801113.00
617,7,2,NULL,2025,7,95712784.00
618,8,2,NULL,2025,7,92366052.00
619,9,2,NULL,2025,7,76175614.00
620,10,2,NULL,2025,7,79883195.00
621,1,3,NULL,2025,7,95914752.00
622,2,3,NULL,2025,7,86199696.00
623,3,3,NULL,2025,7,63905992.00
624,4,3,NULL,2025,7,82323590.00
625,5,3,NULL,2025,7,55153839.00
626,6,3,NULL,2025,7,76995075.00
627,7,3,NULL,2025,7,84896118.00
628,8,3,NULL,2025,7,91283842.00
629,9,3,NULL,2025,7,87086406.00
630,10,3,NULL,2025,7,55620481.00
631,1,4,NULL,2025,7,88351205.00
632,2,4,NULL,2025,7,84461790.00
633,3,4,NULL,2025,7,51714887.00
634,4,4,NULL,2025,7,92410441.00
635,5,4,NULL,2025,7,88090796.00
636,6,4,NULL,2025,7,58031590.00
637,7,4,NULL,2025,7,65174790.00
638,8,4,NULL,2025,7,89172901.00
639,9,4,NULL,2025,7,78036720.00
640,10,4,NULL,2025,7,70519020.00
641,1,5,NULL,2025,7,79592902.00
642,2,5,NULL,2025,7,84224322.00
643,3,5,NULL,2025,7,67866187.00
644,4,5,NULL,2025,7,81213709.00
645,5,5,NULL,2025,7,82046951.00
646,6,5,NULL,2025,7,68913527.00
647,7,5,NULL,2025,7,86816510.00
648,8,5,NULL,2025,7,65447023.00
649,9,5,NULL,2025,7,95347700.00
650,10,5,NULL,2025,7,90599887.00
651,1,6,NULL,2025,7,55571377.00
652,2,6,NULL,2025,7,71876886.00
653,3,6,NULL,2025,7,91356826.00
654,4,6,NULL,2025,7,82982809.00
655,5,6,NULL,2025,7,87741700.00
656,6,6,NULL,2025,7,60295211.00
657,7,6,NULL,2025,7,60093724.00
658,8,6,NULL,2025,7,50678317.00
659,9,6,NULL,2025,7,71796253.00
660,10,6,NULL,2025,7,77479827.00
661,1,7,NULL,2025,7,54601340.00
662,2,7,NULL,2025,7,91017856.00
